"a11y","WCAG2AA.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81","Check that the link text combined with programmatically determined link context identifies the purpose of the link.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/our-green-soul/\">                            </a>","html > body > div > div > header > nav > ul > li:nth-child(3) > div > ul > li:nth-child(2) > h2 > a"
"a11y","WCAG2AA.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81","Check that the link text combined with programmatically determined link context identifies the purpose of the link.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/our-actions/\">                               ...</a>","html > body > div > div > header > nav > ul > li:nth-child(3) > div > ul > li:nth-child(3) > a"
"a11y","WCAG2AA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","<img class=\"pictureElement__image \" src=\"https://www.zegnagroup.com/wp-content/uploads/2020/04/menu-our-action.jpg?w=1440\" alt=\"\" data-pfsrc=\"?w=1536\">","html > body > div > div > header > nav > ul > li:nth-child(3) > div > ul > li:nth-child(3) > a > picture > img"
"a11y","WCAG2AA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","<img class=\"pictureElement__image \" src=\"https://www.zegnagroup.com/wp-content/uploads/2020/04/menu-our-action.jpg?w=1440\" alt=\"\" data-pfsrc=\"?w=1536\">","html > body > div > div > header > nav > ul > li:nth-child(3) > div > ul > li:nth-child(3) > a > picture > img"
"a11y","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 4.5:1.","<h2 class=\"subNavigation__link__title\">Le nostre azioni</h2>","html > body > div > div > header > nav > ul > li:nth-child(3) > div > ul > li:nth-child(3) > a > h2"
"a11y","WCAG2AA.Principle1.Guideline1_3.1_3_1.H42.2","Heading tag found with no content. Text that is not intended as a heading should not be marked up with heading tags.","<h2><a class=\"subNavigation__link\" ...</h2>","html > body > div > div > header > nav > ul > li:nth-child(3) > div > ul > li:nth-child(3) > h2"
"a11y","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.NoContent","Anchor element found with a valid href attribute, but no link content has been supplied.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/our-actions/\">                            </a>","html > body > div > div > header > nav > ul > li:nth-child(3) > div > ul > li:nth-child(3) > h2 > a"
"a11y","WCAG2AA.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81","Check that the link text combined with programmatically determined link context identifies the purpose of the link.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/our-actions/\">                            </a>","html > body > div > div > header > nav > ul > li:nth-child(3) > div > ul > li:nth-child(3) > h2 > a"
"a11y","WCAG2AA.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81","Check that the link text combined with programmatically determined link context identifies the purpose of the link.","<a href=\"https://www.zegnagroup.com/it/our-people/\" class=\"navigation__link\" data-sub-navigation=\"\">Le nostre persone</a>","html > body > div > div > header > nav > ul > li:nth-child(4) > a"
"a11y","WCAG2AA.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81","Check that the link text combined with programmatically determined link context identifies the purpose of the link.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/our-people/\">                               ...</a>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(1) > a"
"a11y","WCAG2AA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","<img class=\"pictureElement__image \" src=\"https://www.zegnagroup.com/wp-content/uploads/2020/04/menu-ourpeople.jpg?w=1440\" alt=\"\" data-pfsrc=\"?w=1536\">","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(1) > a > picture > img"
"a11y","WCAG2AA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","<img class=\"pictureElement__image \" src=\"https://www.zegnagroup.com/wp-content/uploads/2020/04/menu-ourpeople.jpg?w=1440\" alt=\"\" data-pfsrc=\"?w=1536\">","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(1) > a > picture > img"
"a11y","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 4.5:1.","<h2 class=\"subNavigation__link__title\">Le nostre persone</h2>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(1) > a > h2"
"a11y","WCAG2AA.Principle1.Guideline1_3.1_3_1.H42.2","Heading tag found with no content. Text that is not intended as a heading should not be marked up with heading tags.","<h2><a class=\"subNavigation__link\" ...</h2>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(1) > h2"
"a11y","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.NoContent","Anchor element found with a valid href attribute, but no link content has been supplied.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/our-people/\">                            </a>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(1) > h2 > a"
"a11y","WCAG2AA.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81","Check that the link text combined with programmatically determined link context identifies the purpose of the link.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/our-people/\">                            </a>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(1) > h2 > a"
"a11y","WCAG2AA.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81","Check that the link text combined with programmatically determined link context identifies the purpose of the link.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/zegna-careers/\">                               ...</a>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(2) > a"
"a11y","WCAG2AA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","<img class=\"pictureElement__image \" src=\"https://www.zegnagroup.com/wp-content/uploads/2020/04/menu-zegna-carreer.jpg?w=1440\" alt=\"\" data-pfsrc=\"?w=1536\">","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(2) > a > picture > img"
"a11y","WCAG2AA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","<img class=\"pictureElement__image \" src=\"https://www.zegnagroup.com/wp-content/uploads/2020/04/menu-zegna-carreer.jpg?w=1440\" alt=\"\" data-pfsrc=\"?w=1536\">","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(2) > a > picture > img"
"a11y","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 4.5:1.","<h2 class=\"subNavigation__link__title\">Zegna</h2>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(2) > a > h2"
"a11y","WCAG2AA.Principle1.Guideline1_3.1_3_1.H42.2","Heading tag found with no content. Text that is not intended as a heading should not be marked up with heading tags.","<h2><a class=\"subNavigation__link\" ...</h2>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(2) > h2"
"a11y","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.NoContent","Anchor element found with a valid href attribute, but no link content has been supplied.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/zegna-careers/\">                            </a>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(2) > h2 > a"
"a11y","WCAG2AA.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81","Check that the link text combined with programmatically determined link context identifies the purpose of the link.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/zegna-careers/\">                            </a>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(2) > h2 > a"
"a11y","WCAG2AA.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81","Check that the link text combined with programmatically determined link context identifies the purpose of the link.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/thom-browne-careers/\">                               ...</a>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(3) > a"
"a11y","WCAG2AA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","<img class=\"pictureElement__image \" src=\"https://www.zegnagroup.com/wp-content/uploads/2021/12/menu-thom-browne-careers.jpg?w=1440\" alt=\"\" data-pfsrc=\"?w=1536\">","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(3) > a > picture > img"
"a11y","WCAG2AA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","<img class=\"pictureElement__image \" src=\"https://www.zegnagroup.com/wp-content/uploads/2021/12/menu-thom-browne-careers.jpg?w=1440\" alt=\"\" data-pfsrc=\"?w=1536\">","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(3) > a > picture > img"
"a11y","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 4.5:1.","<h2 class=\"subNavigation__link__title\">Thom Browne</h2>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(3) > a > h2"
"a11y","WCAG2AA.Principle1.Guideline1_3.1_3_1.H42.2","Heading tag found with no content. Text that is not intended as a heading should not be marked up with heading tags.","<h2><a class=\"subNavigation__link\" ...</h2>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(3) > h2"
"a11y","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.NoContent","Anchor element found with a valid href attribute, but no link content has been supplied.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/thom-browne-careers/\">                            </a>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(3) > h2 > a"
"a11y","WCAG2AA.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81","Check that the link text combined with programmatically determined link context identifies the purpose of the link.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/thom-browne-careers/\">                            </a>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(3) > h2 > a"
"a11y","WCAG2AA.Principle2.Guideline2_4.2_4_4.H77,H78,H79,H80,H81","Check that the link text combined with programmatically determined link context identifies the purpose of the link.","<a class=\"subNavigation__link\" href=\"https://www.zegnagroup.com/it/luxury-textile-laboratory-careers/\">                               ...</a>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(4) > a"
"a11y","WCAG2AA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","<img class=\"pictureElement__image \" src=\"https://www.zegnagroup.com/wp-content/uploads/2021/12/menu-LTLP-2.jpg?w=1440\" alt=\"\" data-pfsrc=\"?w=1536\">","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(4) > a > picture > img"
"a11y","WCAG2AA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","<img class=\"pictureElement__image \" src=\"https://www.zegnagroup.com/wp-content/uploads/2021/12/menu-LTLP-2.jpg?w=1440\" alt=\"\" data-pfsrc=\"?w=1536\">","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(4) > a > picture > img"
"a11y","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 4.5:1.","<h2 class=\"subNavigation__link__title\">Luxury Textile Laboratory Platf...</h2>","html > body > div > div > header > nav > ul > li:nth-child(4) > div > ul > li:nth-child(4) > a > h2"
